          date_of_birth          join_date
873          1972-04-30         1994-06-29
874          1972-02-22         2004-01-03
875          1972-05-08         2016-07-14
876          1987-04-20         2022-06-28
877          1984-04-24         2008-04-25
878          2003-02-09         1999-03-23
879          1943-07-08         2014-01-05
880          1983-07-25         1997-01-31
881          2005-11-14         1997-08-04
882          1964-09-21         2016-10-14
883          1956-12-04         2001-01-15
884          1961-08-26         2012-11-21
885          1994-09-03         2017-09-11
886          1989-07-10         2001-04-12
887          1968-10-13         2018-11-29
888          1941-07-17         1995-07-11
889          1971-11-01         1993-05-14
890          1946-12-16         2021-10-19
891          1940-04-05         2012-08-12
892          1941-08-15         1998-09-26
893          1960-01-14         2011-01-11
894          1970-03-04         1995-02-01
895          1992-06-24         2016-05-22
896          1969-08-29         2009-07-28
897          1966-02-04         2009-11-14
898          1982-09-01         2006-11-01
899          1987-11-06         1995-06-10
900          1986-09-15         2007-06-15
901          1978-01-10         2016-03-06
902          1971-04-26         2001-04-21
903          1991-08-18         2014-07-04
904          1977-08-20         2021-09-27
905          1980-04-10         2020-02-08
906          2002-05-10         2009-05-22
907          1976-06-27         2000-01-19
908          1967-03-23         2000-12-16
909          1984-06-15         2022-07-22
910          1989-10-14         2014-12-29
911          1944-12-25         2003-02-19
912          1980-01-31         1999-12-31
913          1997-09-22         2019-07-12
914          1970-04-28         2003-12-11
915          1941-02-13         2000-10-08
916          1992-03-29         2005-10-14
917          1999-04-11         2006-07-28
918          2000-09-15         2016-09-06
919          1952-10-02         1994-11-25
920          1975-12-22         1999-01-26
921          1944-04-11         2020-08-09
922          1958-01-13         2012-07-31
923          1972-05-24         2018-02-03
924          1973-03-09         2002-10-14
925          1961-10-13         1997-01-28
926          1968-09-30         2010-06-12
927          2003-11-29         1995-04-01
928          1954-10-27         1998-03-04
929          1995-11-30         1993-04-13
930          1970-10-04         2003-12-19
931          1990-04-15         2018-07-21
932          1994-08-27         1997-07-14
933          1992-04-08         2020-12-17
934          1980-02-15         1999-06-24
935          1959-05-03         2005-04-02
936          1999-02-26         1994-01-03
937          1978-10-21         1998-05-07
938          1948-10-17         1999-09-16
939          1987-02-01         2003-06-01
940          2006-11-16         2012-08-14
941          1982-04-28         2016-11-05
942          1979-05-28         2003-04-06
943          1949-05-25         2004-05-11
944          1962-09-21         2019-07-02
945          1949-05-05         2007-08-08
946          1996-11-04         1997-05-22
947          1958-07-13         2016-08-04
948          1978-05-17         2022-01-16
949          1949-05-16         2010-07-25
950          1952-04-24         2007-12-15
951          1956-01-16         2012-08-09
952          1967-07-31         2008-01-29
953          1981-08-08         1998-12-20
954          1965-03-19         2013-11-09
955          1947-02-16         2003-08-15
956          1979-03-10         2000-02-15
957          1939-03-22         1994-06-19
958          1945-08-12         2007-05-10
959          1989-01-14         2017-07-25
960          1970-10-09         2019-05-30
961          1984-05-18         2022-07-08
962          1978-11-26         2002-05-15
963          1998-06-04         2010-06-27
964          2000-12-09         2021-11-17
965          2004-03-26         2003-09-14
966          1979-09-06         1993-10-28
967          1967-11-01         2007-11-12
968          1966-05-21         2016-07-15
969          1956-05-11         2006-01-08
970          1983-07-10         2014-05-20
971          1942-01-31         2018-06-21
972          1944-05-31         1996-01-02
973          1983-03-20         1993-06-10
974          1959-04-05         2001-12-12
975          1970-08-03         2012-11-12
976          1956-11-26         2018-01-15
977          2003-12-20         2001-05-17
978          1964-06-01         1999-01-10
979          1944-09-20         2016-12-26
980          1992-09-30         2009-06-17
981          1967-12-18         2015-10-20
982          1964-06-29         2019-04-16
983          1949-04-05         2010-01-09
984          2000-08-21         2003-05-24
985          2005-12-07         2015-01-25
986          1986-07-08         2019-08-20
987          1969-03-25         2010-06-22
988          1971-05-12         1994-03-05
989          1992-06-06         2007-10-29
990          1952-09-01         2005-01-25
991          1979-10-20         2018-01-07
992          1991-04-26         2000-09-29
993          1994-03-21         1993-02-10
994          1966-01-12         2016-02-17
995          1947-09-28         2013-05-07
996          1998-02-14         1998-05-05
997          1972-09-01         2021-03-26
998          1961-10-21         2008-02-24
999          2006-04-27         2022-10-19
1000         1945-11-01         2005-03-22
1001         1971-07-07         2018-04-27
1002         1943-07-30         2015-05-05
1003         1996-02-22         2003-08-23
1004         1991-10-10         1997-02-15
1005         1997-04-19         1996-09-02
1006         2003-02-09         2009-07-28
1007         1981-06-06         2015-08-26
1008         1991-01-27         2019-11-04
1009         1988-10-11         2010-12-16
1010         1947-08-31         2021-08-25
1011         1943-03-04         2011-05-24
1012         1994-05-09         2017-04-29
1013         1953-05-12         2014-08-29
1014         1985-06-15         1998-06-05
1015         1984-08-11         2004-03-26
1016         1954-03-12         2014-09-05
1017         1944-01-27         2013-12-01
1018         1998-08-11         1998-05-21
1019         1946-07-21         2019-11-28
1020         1994-04-18         2013-11-28
1021         1959-12-17         2020-07-13
1022               NULL               NULL
1023         1983-02-04         2000-06-01
1024         1962-12-30         2009-11-28
1025         1987-01-15         1998-01-16
1026         1972-10-15         2017-10-04
1027         1972-03-02         2008-08-27
1028         1978-09-23         1997-03-22
1029         1976-11-23         1994-08-29
1030         2002-05-24         2015-07-05
1031         1995-03-20         2000-02-26
1032         1951-05-02         2004-07-05
1033         1942-06-27         2002-05-19
1034         1949-02-04         2002-10-07
1035         2006-10-25         2015-05-06
1036         1951-04-29         1997-09-11
1037         1977-02-25         2017-01-01
1038         1947-10-04         2004-08-24
1039         1959-12-03         1996-08-26
1040         1992-12-25         1994-07-10
1041         1996-06-02         2004-01-26
1042         2001-04-12         2000-07-30
1043         2001-09-16         1999-11-11
1044         1956-10-18         2015-07-08
1045         1964-12-21         1996-08-14
